Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Profit of customer - $Mn,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training2161,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.439 , 7.5 , 45 ,65
Training2162,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.189 , 11.6 , 60 ,34
Training2163,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.846 , 9.8 , 50 ,55
Training2164,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.827 , 7.3 , 57 ,74
Training2165,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.908 , 8.3 , 49 ,60
Training2166,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73, 1.029 , 8.9 , 58 ,64
Training2167,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.836 , 7.4 , 45 ,69
Training2168,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.256 , 7.7 , 48 ,45
Training2169,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.225 , 16.2 , 41 ,75
Training2170,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.231 , 7.5 , 40 ,55
Training2171,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.364 , 4.4 , 41 ,39
Training2172,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.807 , 10.0 , 57 ,73
Training2173,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.303 , 6.8 , 42 ,56
Training2174,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.849 , 7.5 , 80 ,66
Training2175,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 2.112 , 2.9 , 30 ,63
Training2176,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.709 , 11.6 , 46 ,50
Training2177,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.355 , 9.9 , 48 ,71
Training2178,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 1.077 , 8.4 , 49 ,62
Training2179,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 1.027 , 6.5 , 53 ,39
Training2180,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70, 0.835 , 6.2 , 51 ,78
Training2181,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.792 , 7.2 , 51 ,55
Training2182,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.838 , 6.7 , 67 ,71
Training2183,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.344 , 5.3 , 49 ,53
Training2184,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.890 , 8.8 , 64 ,47
Training2185,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.577 , 6.6 , 48 ,58
Training2186,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.869 , 5.9 , 43 ,53
Training2187,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.372 , 6.9 , 59 ,57
Training2188,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.831 , 4.9 , 47 ,57
Training2189,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.872 , 6.6 , 43 ,48
Training2190,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.152 , 6.2 , 44 ,67
Training2191,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.520 , 10.4 , 51 ,68
Training2192,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.655 , 7.3 , 35 ,64
Training2193,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.669 , 6.7 , 75 ,56
Training2194,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.424 , 8.8 , 61 ,60
Training2195,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, (0.021), 8.0 , 41 ,41
Training2196,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.055 , 7.5 , 31 ,68
Training2197,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.360 , 7.0 , 44 ,74
Training2198,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34, 1.213 , 8.9 , 71 ,65
Training2199,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.220 , 7.5 , 51 ,63
Training2200,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.859 , 11.2 , 52 ,42
Training2201,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.225 , 7.2 , 54 ,63
Training2202,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.647 , 4.1 , 38 ,71
Training2203,Lost,Procsys,Security,UK,"Procsys,Security,UK",76, 0.807 , 6.0 , 40 ,58
Training2204,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.661 , 7.1 , 51 ,50
Training2205,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.806 , 2.8 , 56 ,75
Training2206,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.258 , 10.4 , 50 ,61
Training2207,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.079 , 6.8 , 54 ,62
Training2208,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.458 , 7.7 , 51 ,50
Training2209,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.924 , 6.9 , 49 ,55
Training2210,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.312 , 7.9 , 50 ,51
Training2211,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.891 , 10.3 , 52 ,70
Training2212,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.889 , 7.2 , 47 ,72
Training2213,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.527 , 9.5 , 37 ,60
Training2214,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.137 , 7.6 , 46 ,46
Training2215,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.402 , 7.6 , 54 ,54
Training2216,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.329 , 7.9 , 51 ,62
Training2217,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.261 , 10.3 , 67 ,57
Training2218,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.883 , 8.0 , 50 ,65
Training2219,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.550 , 7.8 , 52 ,52
Training2220,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.726 , 10.4 , 49 ,55
Training2221,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 0.711 , 8.5 , 63 ,49
Training2222,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.843 , 6.2 , 61 ,48
Training2223,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.696 , 8.5 , 54 ,55
Training2224,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.297 , 4.2 , 36 ,51
Training2225,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.471 , 8.9 , 57 ,44
Training2226,Won,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70, 0.202 , 8.0 , 55 ,51
Training2227,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.798 , 8.3 , 41 ,74
Training2228,Won,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.706 , 6.3 , 48 ,53
Training2229,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.588 , 5.7 , 47 ,35
Training2230,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 0.803 , 8.5 , 52 ,62
Training2231,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.708 , 6.1 , 50 ,59
Training2232,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.277 , 8.3 , 56 ,49
Training2233,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25, 1.271 , 9.4 , 48 ,56
Training2234,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.250 , 6.9 , 43 ,39
Training2235,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.204 , 6.4 , 44 ,55
Training2236,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.889 , 11.3 , 49 ,54
Training2237,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.609 , 5.5 , 62 ,100
Training2238,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.371 , 3.5 , 53 ,48
Training2239,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.287 , 8.6 , 53 ,54
Training2240,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.645 , 9.6 , 44 ,54
Training2241,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.647 , 5.8 , 50 ,69
Training2242,Lost,Finsys,Insurance,UK,"Finsys,Insurance,UK",31, 1.797 , 10.7 , 44 ,65
Training2243,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68, 1.177 , 8.3 , 38 ,70
Training2244,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.036 , 9.1 , 78 ,68
Training2245,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.159 , 6.0 , 58 ,43
Training2246,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.402 , 8.4 , 56 ,40
Training2247,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.072 , 4.4 , 58 ,56
Training2248,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 1.196 , 8.9 , 50 ,44
Training2249,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.996 , 10.5 , 46 ,66
Training2250,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.015 , 9.3 , 40 ,63
Training2251,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.708 , 9.2 , 54 ,70
Training2252,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.650 , 6.6 , 37 ,53
Training2253,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.695 , 9.8 , 48 ,31
Training2254,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 1.445 , 9.1 , 54 ,60
Training2255,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.388 , 5.3 , 44 ,55
Training2256,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.648 , 8.5 , 43 ,70
Training2257,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.177 , 7.9 , 45 ,58
Training2258,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.560 , 5.7 , 50 ,58
Training2259,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.055 , 3.4 , 54 ,73
Training2260,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.329 , 9.4 , 41 ,43
Training2261,Lost,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 1.242 , 10.6 , 67 ,61
Training2262,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 2.306 , 7.5 , 47 ,50
Training2263,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.329 , 8.2 , 46 ,68
Training2264,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.423 , 3.7 , 45 ,56
Training2265,Won,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71, 0.500 , 6.7 , 44 ,60
Training2266,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.076 , 6.2 , 55 ,66
Training2267,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.209 , 8.7 , 60 ,63
Training2268,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.352 , 8.6 , 51 ,43
Training2269,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.671 , 10.7 , 52 ,53
Training2270,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.048 , 6.9 , 65 ,46
Training2271,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 1.359 , 9.4 , 47 ,63
Training2272,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.421 , 9.4 , 57 ,66
Training2273,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.611 , 8.0 , 52 ,75
Training2274,Won,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 0.544 , 8.2 , 49 ,52
Training2275,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.134 , 6.0 , 57 ,54
Training2276,Won,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 0.433 , 6.6 , 43 ,75
Training2277,Lost,LearnSys,Consumer goods,UK,"LearnSys,Consumer goods,UK",82, 0.817 , 7.7 , 41 ,63
Training2278,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.080 , 6.2 , 52 ,61
Training2279,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.206 , 7.7 , 39 ,67
Training2280,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.053 , 7.0 , 51 ,54
Training2281,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.733 , 5.5 , 48 ,60
Training2282,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51, 0.296 , 8.0 , 27 ,51
Training2283,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.844 , 12.3 , 49 ,63
Training2284,Lost,Procsys,Insurance,UK,"Procsys,Insurance,UK",75, 1.031 , 10.2 , 42 ,55
Training2285,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 1.033 , 6.6 , 27 ,73
Training2286,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 1.688 , 5.2 , 28 ,48
Training2287,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.327 , 10.0 , 54 ,56
Training2288,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.129 , 8.6 , 39 ,36
Training2289,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.991 , 6.5 , 36 ,51
Training2290,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.611 , 4.1 , 47 ,50
Training2291,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.909 , 8.2 , 47 ,64
Training2292,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.607 , 4.6 , 38 ,59
Training2293,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 1.505 , 8.1 , 43 ,66
Training2294,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.582 , 10.3 , 47 ,53
Training2295,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.650 , 11.4 , 44 ,49
Training2296,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.205 , 7.1 , 55 ,49
Training2297,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.574 , 7.6 , 57 ,62
Training2298,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 0.066 , 7.2 , 46 ,31
Training2299,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.645 , 5.0 , 40 ,44
Training2300,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 1.413 , 7.4 , 62 ,58
Training2301,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65, 0.722 , 6.2 , 45 ,67
Training2302,Won,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66, 0.471 , 6.3 , 36 ,100
Training2303,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.498 , 3.6 , 39 ,52
Training2304,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.084 , 8.4 , 60 ,51
Training2305,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 0.274 , 6.8 , 52 ,70
Training2306,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.319 , 7.8 , 52 ,50
Training2307,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.328 , 7.9 , 45 ,72
Training2308,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.240 , 7.3 , 60 ,60
Training2309,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 0.941 , 9.8 , 47 ,51
Training2310,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 0.746 , 11.3 , 55 ,48
Training2311,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59, 0.858 , 9.4 , 62 ,65
Training2312,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.463 , 10.0 , 54 ,56
Training2313,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 1.177 , 6.6 , 53 ,70
Training2314,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.010 , 8.0 , 53 ,59
Training2315,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 1.911 , 6.7 , 53 ,61
Training2316,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 0.984 , 4.9 , 68 ,61
Training2317,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 0.272 , 4.3 , 59 ,62
Training2318,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.233 , 6.9 , 58 ,61
Training2319,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 1.389 , 10.7 , 43 ,45
Training2320,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 1.465 , 8.2 , 51 ,100
Training2321,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.238 , 8.4 , 52 ,46
Training2322,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.750 , 11.2 , 58 ,48
Training2323,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.237 , 9.7 , 39 ,75
Training2324,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.328 , 8.0 , 53 ,43
Training2325,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34, 0.757 , 8.2 , 49 ,53
Training2326,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.857 , 9.4 , 53 ,54
Training2327,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 1.544 , 9.3 , 48 ,41
Training2328,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 1.068 , 10.8 , 52 ,100
Training2329,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68, 0.975 , 11.2 , 73 ,73
Training2330,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.522 , 10.0 , 29 ,61
Training2331,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.366 , 6.2 , 51 ,59
Training2332,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.849 , 5.7 , 43 ,66
Training2333,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57, 0.785 , 7.6 , 43 ,61
Training2334,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60, 1.010 , 12.9 , 49 ,69
Training2335,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 0.429 , 9.8 , 51 ,100
Training2336,Lost,GTMSys,Other Govt.,Other Europe,"GTMSys,Other Govt.,Other Europe",72, 0.881 , 11.2 , 53 ,74
Training2337,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61, 1.014 , 8.0 , 50 ,52
Training2338,Lost,Finsys,Finance,UK,"Finsys,Finance,UK",77, 1.502 , 5.2 , 41 ,43
Training2339,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.265 , 5.8 , 58 ,61
Training2340,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 0.579 , 6.6 , 58 ,59
Training2341,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.334 , 4.8 , 49 ,40
Training2342,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, (0.162), 7.9 , 53 ,58
Training2343,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 1.177 , 9.5 , 43 ,67
Training2344,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.833 , 10.2 , 50 ,54
Training2345,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.135 , 3.1 , 58 ,38
Training2346,Lost,Procsys,Security,Americas,"Procsys,Security,Americas",68, 1.585 , 9.7 , 48 ,76
Training2347,Lost,GTMSys,Others,Americas,"GTMSys,Others,Americas",38, 1.253 , 7.6 , 51 ,42
Training2348,Lost,Procsys,Capital Markets,UK,"Procsys,Capital Markets,UK",71, 1.191 , 8.6 , 53 ,64
Training2349,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, 0.399 , 9.0 , 52 ,48
Training2350,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 1.829 , 4.9 , 28 ,54
Training2351,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 0.958 , 6.1 , 61 ,59
Training2352,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.546 , 8.0 , 55 ,56
Training2353,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70, 1.530 , 9.0 , 54 ,44
Training2354,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.460 , 8.8 , 41 ,65
Training2355,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.527 , 9.5 , 52 ,52
Training2356,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.672 , 9.6 , 44 ,70
Training2357,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 1.564 , 8.1 , 53 ,65
Training2358,Lost,GTMSys,Other Govt.,Other Europe,"GTMSys,Other Govt.,Other Europe",72, 0.758 , 9.1 , 51 ,58
Training2359,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.565 , 7.4 , 62 ,51
Training2360,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58, 0.620 , 4.7 , 40 ,29
Training2361,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40, 1.656 , 13.5 , 43 ,72
Training2362,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.936 , 8.9 , 58 ,68
Training2363,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 0.936 , 5.1 , 55 ,48
Training2364,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33, 0.690 , 6.5 , 61 ,71
Training2365,Lost,Procsys,Insurance,UK,"Procsys,Insurance,UK",75, 1.249 , 9.0 , 47 ,63
Training2366,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37, 0.712 , 6.4 , 41 ,50
Training2367,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 1.024 , 11.2 , 48 ,77
Training2368,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35, 0.693 , 10.1 , 52 ,47
Training2369,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41, 0.010 , 5.8 , 51 ,59
Training2370,Won,Procsys,Security,India,"Procsys,Security,India",44, 0.744 , 6.3 , 45 ,61
Training2371,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43, 0.542 , 8.0 , 54 ,70
Training2372,Lost,Logissys,Clinical research,UK,"Logissys,Clinical research,UK",79, 0.476 , 3.7 , 57 ,73
Training2373,Won,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54, 0.423 , 6.4 , 50 ,56
Training2374,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63, 1.045 , 10.8 , 43 ,57
Training2375,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.783 , 7.9 , 35 ,44
Training2376,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52, 0.960 , 8.6 , 51 ,52
Training2377,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69, 1.259 , 7.1 , 41 ,49
Training2378,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62, 1.317 , 7.9 , 72 ,66
Training2379,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53, 1.506 , 9.2 , 37 ,70
Training2380,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36, 1.187 , 9.2 , 39 ,73
Training2381,Lost,Procsys,Security,India,"Procsys,Security,India",44, 1.595 , 8.0 , 49 ,68
Training2382,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32, 1.387 , 8.2 , 45 ,58
Training2383,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50, 1.329 , 9.9 , 36 ,77
Training2384,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30, 0.944 , 11.6 , 58 ,54
Training2385,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56, 0.733 , 8.8 , 45 ,64
Training2386,Lost,GTMSys,Health,UK,"GTMSys,Health,UK",67, 0.670 , 8.4 , 63 ,53
Training2387,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48, 0.757 , 9.7 , 37 ,55
Training2388,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49, 0.873 , 9.7 , 51 ,73
Training2389,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46, (0.453), 6.9 , 44 ,68
Training2390,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42, 0.727 , 9.0 , 47 ,65
Training2391,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55, 1.124 , 10.0 , 66 ,62
Training2392,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47, 0.893 , 8.3 , 54 ,62
Training2393,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64, 1.331 , 8.3 , 59 ,47
Training2394,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45, 1.126 , 11.0 , 32 ,66
